gain	4	54	-75.17
gain	54	4	-80.21
gain	4	55	-68.65
gain	55	4	-71.14
gain	4	56	-71.43
gain	56	4	-72.11
gain	4	57	-77.43
gain	57	4	-79.43
gain	4	58	-77.12
gain	58	4	-79.55
gain	4	59	-65.55
gain	59	4	-71.17
gain	4	60	-73.71
gain	60	4	-77.82
gain	4	61	-67.29
gain	61	4	-67.33
gain	4	62	-71.95
gain	62	4	-76.10
gain	4	63	-69.43
gain	63	4	-69.44
gain	4	64	-65.89
gain	64	4	-66.58
gain	4	65	-69.17
gain	65	4	-74.23
gain	4	66	-76.54
gain	66	4	-79.58
gain	4	67	-79.11
gain	67	4	-83.30
gain	4	68	-75.93
gain	68	4	-80.51
gain	4	69	-77.81
gain	69	4	-80.13
gain	4	70	-67.19
gain	70	4	-71.54
gain	4	71	-66.11
gain	71	4	-69.77
gain	4	72	-73.62
gain	72	4	-74.59
gain	4	73	-74.39
gain	73	4	-74.59
gain	4	74	-73.29
gain	74	4	-75.45
gain	4	75	-69.67
gain	75	4	-69.91
gain	4	76	-79.44
gain	76	4	-81.56
gain	4	77	-72.34
gain	77	4	-76.53
gain	4	78	-69.33
gain	78	4	-71.00
gain	4	79	-83.14
gain	79	4	-84.66
gain	4	80	-64.32
gain	80	4	-65.15
gain	4	81	-70.43
gain	81	4	-73.80
gain	4	82	-77.44
gain	82	4	-78.52
gain	4	83	-71.61
gain	83	4	-75.54
gain	4	84	-80.89
gain	84	4	-83.91
gain	4	85	-71.04
gain	85	4	-78.67
gain	4	86	-74.96
gain	86	4	-72.16
gain	4	87	-75.28
gain	87	4	-76.64
gain	4	88	-82.21
gain	88	4	-85.12
gain	4	89	-63.43
gain	89	4	-65.51
gain	4	90	-74.78
gain	90	4	-77.55
gain	4	91	-77.96
gain	91	4	-81.59
gain	4	92	-63.45
gain	92	4	-61.92
gain	4	93	-86.90
gain	93	4	-92.17
gain	4	94	-73.83
gain	94	4	-74.38
gain	4	95	-72.80
gain	95	4	-75.00
gain	4	96	-73.61
gain	96	4	-75.52
gain	4	97	-74.71
gain	97	4	-72.79
gain	4	98	-69.36
gain	98	4	-74.14
gain	4	99	-62.11
gain	99	4	-66.71
gain	5	6	-76.55
gain	6	5	-82.10
gain	5	7	-66.29
gain	7	5	-70.26
gain	5	8	-81.06
gain	8	5	-84.94
gain	5	9	-71.17
gain	9	5	-74.05
gain	5	10	-78.56
gain	10	5	-86.36
gain	5	11	-63.61
gain	11	5	-70.91
gain	5	12	-75.39
gain	12	5	-80.63
gain	5	13	-70.89
gain	13	5	-76.99
gain	5	14	-70.47
gain	14	5	-73.90
gain	5	15	-76.74
gain	15	5	-82.73
gain	5	16	-77.08
gain	16	5	-82.10
gain	5	17	-77.98
gain	17	5	-76.93
gain	5	18	-67.92
gain	18	5	-72.01
gain	5	19	-73.97
gain	19	5	-77.80
gain	5	20	-57.60
gain	20	5	-64.08
gain	5	21	-82.48
gain	21	5	-85.47
gain	5	22	-80.92
gain	22	5	-82.82
gain	5	23	-62.74
gain	23	5	-70.94
gain	5	24	-59.84
gain	24	5	-65.87
gain	5	25	-77.15
gain	25	5	-80.11
gain	5	26	-74.48
gain	26	5	-77.39
gain	5	27	-74.32
gain	27	5	-74.27
gain	5	28	-72.94
gain	28	5	-77.84
gain	5	29	-73.14
gain	29	5	-76.25
gain	5	30	-70.46
gain	30	5	-73.12
gain	5	31	-71.74
gain	31	5	-75.29
gain	5	32	-74.27
gain	32	5	-75.82
gain	5	33	-67.27
gain	33	5	-70.11
gain	5	34	-75.05
gain	34	5	-78.91
gain	5	35	-77.91
gain	35	5	-75.44
gain	5	36	-70.42
gain	36	5	-76.49
gain	5	37	-73.89
gain	37	5	-76.49
gain	5	38	-72.68
gain	38	5	-79.30
gain	5	39	-80.13
gain	39	5	-81.46
gain	5	40	-75.46
gain	40	5	-78.93
gain	5	41	-63.48
gain	41	5	-66.82
gain	5	42	-75.96
gain	42	5	-81.42
gain	5	43	-52.46
gain	43	5	-58.66
gain	5	44	-65.38
gain	44	5	-71.83
gain	5	45	-67.57
gain	45	5	-68.72
gain	5	46	-77.92
gain	46	5	-83.12
gain	5	47	-58.81
gain	47	5	-61.94
gain	5	48	-66.69
gain	48	5	-67.39
gain	5	49	-68.12
gain	49	5	-76.43
gain	5	50	-74.92
gain	50	5	-79.85
gain	5	51	-67.54
gain	51	5	-71.27
gain	5	52	-67.20
gain	52	5	-72.55
gain	5	53	-76.24
gain	53	5	-80.67
gain	5	54	-69.64
gain	54	5	-76.62
gain	5	55	-72.51
gain	55	5	-76.93
gain	5	56	-74.52
gain	56	5	-77.13
gain	5	57	-69.83
gain	57	5	-73.77
gain	5	58	-64.42
gain	58	5	-68.78
gain	5	59	-68.92
gain	59	5	-76.47
gain	5	60	-69.65
gain	60	5	-75.70
gain	5	61	-66.81
gain	61	5	-68.79
gain	5	62	-77.61
gain	62	5	-83.70
gain	5	63	-67.64
gain	63	5	-69.58
gain	5	64	-64.04
gain	64	5	-66.66
gain	5	65	-74.36
gain	65	5	-81.36
gain	5	66	-74.56
gain	66	5	-79.52
gain	5	67	-68.73
gain	67	5	-74.86
gain	5	68	-72.76
gain	68	5	-79.27
gain	5	69	-70.34
gain	69	5	-74.60
gain	5	70	-74.98
gain	70	5	-81.27
gain	5	71	-68.19
gain	71	5	-73.78
gain	5	72	-76.87
gain	72	5	-79.78
gain	5	73	-67.08
gain	73	5	-69.22
gain	5	74	-71.63
gain	74	5	-75.73
gain	5	75	-72.69
gain	75	5	-74.87
gain	5	76	-77.59
gain	76	5	-81.65
gain	5	77	-73.45
gain	77	5	-79.58
gain	5	78	-67.86
gain	78	5	-71.47
gain	5	79	-76.01
gain	79	5	-79.45
gain	5	80	-62.98
gain	80	5	-65.75
gain	5	81	-71.23
gain	81	5	-76.53
gain	5	82	-71.44
gain	82	5	-74.45
gain	5	83	-59.78
gain	83	5	-65.64
gain	5	84	-74.00
gain	84	5	-78.95
gain	5	85	-62.17
gain	85	5	-71.74
gain	5	86	-69.64
gain	86	5	-68.78
gain	5	87	-69.98
gain	87	5	-73.27
gain	5	88	-74.95
gain	88	5	-79.79
gain	5	89	-70.62
gain	89	5	-74.64
gain	5	90	-78.41
gain	90	5	-83.12
gain	5	91	-69.09
gain	91	5	-74.65
gain	5	92	-77.07
gain	92	5	-77.48
gain	5	93	-76.24
gain	93	5	-83.44
gain	5	94	-65.63
gain	94	5	-68.11
gain	5	95	-70.11
gain	95	5	-74.25
gain	5	96	-73.28
gain	96	5	-77.12
gain	5	97	-66.70
gain	97	5	-66.71
gain	5	98	-72.18
gain	98	5	-78.89
gain	5	99	-67.48
gain	99	5	-74.01
gain	6	7	-77.98
gain	7	6	-76.40
gain	6	8	-73.78
gain	8	6	-72.12
gain	6	9	-86.94
gain	9	6	-84.27
gain	6	10	-71.74
gain	10	6	-74.00
